Time,OD,well,sample,species,carbon_source,concentration,project,run,linegroup
0.4861111111111111,-0.010833333333333348,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
0.986111111111111,-0.01319999999999999,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
1.4861111111111112,-0.015700000000000006,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
1.9861111111111112,-0.0194,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
2.486111111111111,-0.0233,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
2.986111111111111,-0.024266666666666672,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
3.486111111111111,-0.024033333333333337,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
3.986111111111111,-0.016799999999999995,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
4.486111111111112,-0.012566666666666657,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
4.986111111111112,-0.005833333333333357,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
5.486111111111112,0.0006333333333333191,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
5.986111111111112,0.013433333333333325,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
6.486111111111112,0.032833333333333325,C4,S10B1,Microbacterium liquefaciens,Glycerol,30.0,240623_growth_phenotyping,ml,240623_growth_phenotyping_ml_C4
